1.000000000000000000e+01,4.038967834699999885e-28,-3.098325842699999910e+01
1.000000000000000000e+01,-4.698325842700000199e-01,-2.996100002200000034e+01
9.995301674200000264e+00,-9.275632541499999606e-01,-2.895051593199999829e+01
9.986026041600000624e+00,-1.373282987200000083e+00,-2.795198316600000155e+01
9.972293211700000271e+00,-1.807086103600000104e+00,-2.696556864000000076e+01
9.954222350700000277e+00,-2.229070136999999896e+00,-2.599142935800000132e+01
9.931931649299999165e+00,-2.639335707599999914e+00,-2.502971258199999838e+01
9.905538292299999270e+00,-3.037986397000000061e+00,-2.408055601899999942e+01
9.875158428300000679e+00,-3.425128624300000091e+00,-2.314408798899999908e+01
9.840907142000000718e+00,-3.800871524500000209e+00,-2.222042760600000122e+01
9.802898426800000564e+00,-4.165326828799999603e+00,-2.130968495600000168e+01
9.761245158499999519e+00,-4.518608745899999946e+00,-2.041196126799999888e+01
9.716059071100000111e+00,-4.860833846100000244e+00,-1.952734909999999857e+01
9.667450732600000762e+00,-5.192120946800000247e+00,-1.865593250399999903e+01
9.615529523099999309e+00,-5.512590999799999558e+00,-1.779778721099999927e+01
9.560403613100000086e+00,-5.822366980299999994e+00,-1.695298079799999869e+01
9.502179943299999820e+00,-6.121573778200000149e+00,-1.612157286800000122e+01
9.440964205500000261e+00,-6.410338090799999833e+00,-1.530361522199999946e+01
9.376860824599999589e+00,-6.688788318000000288e+00,-1.449915203099999950e+01
9.309972941499999877e+00,-6.957054458200000013e+00,-1.370822000899999971e+01
9.240402396900000426e+00,-7.215268007499999747e+00,-1.293084858299999951e+01
9.168249716800000115e+00,-7.463561859700000412e+00,-1.216706006699999953e+01
9.093614098199999773e+00,-7.702070208400000340e+00,-1.141686982799999939e+01
9.016593396099999325e+00,-7.930928451399999801e+00,-1.068028645400000087e+01
8.937284111600000358e+00,-8.150273096499999426e+00,-9.957311925000000841e+00
8.855781380599999864e+00,-8.360241669100000550e+00,-9.247941776099999345e+00
8.772178963900000070e+00,-8.560972622299999557e+00,-8.552165263599999179e+00
8.686569237700000556e+00,-8.752605247900000052e+00,-7.869965528799999888e+00
8.599043185199999328e+00,-8.935279590000000383e+00,-7.201319760499999667e+00
8.509690389299999325e+00,-9.109136360200000837e+00,-6.546199356199999819e+00
8.418599025700000738e+00,-9.274316854500000318e+00,-5.904570082100000228e+00
8.325855857200000543e+00,-9.430962872300000299e+00,-5.276392231600000038e+00
8.231546228499999174e+00,-9.579216636900000026e+00,-4.661620782199999979e+00
8.135754062100000183e+00,-9.719220717800000742e+00,-4.060205551200000151e+00
8.038561854899999304e+00,-9.851117955399999460e+00,-3.472091349799999893e+00
7.940050675400000202e+00,-9.975051386800000586e+00,-2.897218135300000164e+00
7.840300161500000087e+00,-1.009116417299999924e+01,-2.335521162700000097e+00
7.739388519800000310e+00,-1.019959953100000050e+01,-1.786931133399999982e+00
7.637392524500000057e+00,-1.030050066000000086e+01,-1.251374343199999961e+00
7.534387517899999942e+00,-1.039401068199999933e+01,-7.287728283800000151e-01
7.430447411000000280e+00,-1.048027256700000009e+01,-2.190445098500000132e-01
7.325644685400000355e+00,-1.055942908099999933e+01,2.778966640200000171e-01
7.220050394600000310e+00,-1.063162271300000050e+01,7.621405766300000106e-01
7.113734167399999642e+00,-1.069699562299999940e+01,1.233780804000000009e+00
7.006764211200000148e+00,-1.075568957900000022e+01,1.692914477299999998e+00
6.899207315399999985e+00,-1.080784590300000048e+01,2.139642147600000044e+00
6.791128856400000302e+00,-1.085360541500000053e+01,2.574067651900000087e+00
6.682592802200000293e+00,-1.089310837899999918e+01,2.996297981300000135e+00
6.573661718500000362e+00,-1.092649444999999986e+01,3.406443150899999939e+00
6.464396773999999901e+00,-1.095390262799999981e+01,3.804616071899999952e+00
6.354857747699999670e+00,-1.097547120499999984e+01,4.190932425099999747e+00
6.245103035599999686e+00,-1.099133772000000064e+01,4.565510536399999708e+00
6.135189658399999857e+00,-1.100163891300000074e+01,4.928471254699999804e+00
6.025173269299999745e+00,-1.100651067899999980e+01,5.279937830999999804e+00
5.915108162500000155e+00,-1.100608803000000080e+01,5.620035799700000112e+00
5.805047282200000325e+00,-1.100050505099999931e+01,5.948892862200000131e+00
5.695042231699999569e+00,-1.098989485799999954e+01,6.266638771900000293e+00
5.585143283099999856e+00,-1.097438956699999935e+01,6.573405221299999823e+00
5.475399387400000428e+00,-1.095412024900000070e+01,6.869325731099999999e+00
5.365858184900000438e+00,-1.092921690100000021e+01,7.154535541499999596e+00
5.256566015899999833e+00,-1.089980840900000025e+01,7.429171504700000206e+00
5.147567931900000282e+00,-1.086602251599999924e+01,7.693371980400000254e+00
5.038907706699999878e+00,-1.082798579299999986e+01,7.947276732099999741e+00
4.930627848800000379e+00,-1.078582360599999923e+01,8.191026826299999897e+00
4.822769612700000152e+00,-1.073966008899999913e+01,8.424764533399999422e+00
4.715373011799999681e+00,-1.068961811700000020e+01,8.648633229899999719e+00
4.608476830599999907e+00,-1.063581928099999985e+01,8.862777303499999704e+00
4.502118637799999767e+00,-1.057838386000000064e+01,9.067342059499999607e+00
4.396334799199999921e+00,-1.051743080199999980e+01,9.262473629500000527e+00
4.291160491200000315e+00,-1.045307769899999961e+01,9.448318881600000552e+00
4.186629714200000407e+00,-1.038544076700000041e+01,9.625025332899999952e+00
4.082775306500000312e+00,-1.031463482700000078e+01,9.792741063899999432e+00
3.979628958300000185e+00,-1.024077328099999917e+01,9.951614634500000278e+00
3.877221225500000035e+00,-1.016396810500000036e+01,1.010179500199999936e+01
3.775581544400000045e+00,-1.008432982200000083e+01,1.024343144200000033e+01
3.674738246200000003e+00,-1.000196749400000051e+01,1.037667346699999982e+01
3.574718571200000028e+00,-9.916988700799999279e+00,1.050167075599999933e+01
3.475548684200000071e+00,-9.829499535600000115e+00,1.061857307500000047e+01
3.377253688900000217e+00,-9.739604585600000419e+00,1.072753020500000076e+01
3.279857643000000156e+00,-9.647406924300000242e+00,1.082869187300000036e+01
3.183383573800000033e+00,-9.553008100099999567e+00,1.092220768299999989e+01
3.087853492799999877e+00,-9.456508128099999411e+00,1.100822704700000010e+01
2.993288411500000024e+00,-9.358005480999999293e+00,1.108689912100000008e+01
